accession	record_id	tier
SRR5082464	MMC2-07030	2
SRR5082465	MMC2-07030	2
SRR5082466	MMC2-07030	2
SRR5082467	MMC2-07030	2
SRR5082468	MMC2-07030	2
SRR5082469	MMC2-07030	2
SRR5082471	MMC2-07030	2
SRR5082472	MMC2-07030	2
SRR5082474	MMC2-07030	2
SRR5082475	MMC2-07030	2
SRR5082476	MMC2-07030	2
SRR5082477	MMC2-07030	2
SRR5082481	MMC2-07030	2
SRR5082483	MMC2-07030	2
SRR5082485	MMC2-07030	2
SRR5082486	MMC2-07030	2
SRR5082487	MMC2-07030	2
SRR5082489	MMC2-07030	2
SRR5082490	MMC2-07030	2
SRR5082491	MMC2-07030	2
SRR6847264	MMC2-05740	2
SRR6847391	MMC2-05740	2
SRR6872880	MMC2-02228	2
SRR6872883	MMC2-02228	2
SRR6872887	MMC2-02228	2
SRR6872896	MMC2-02228	2
CNP0000829	MMC2-02845	3
CNP0001664	MMC2-00258	3
CNP0002988	MMC2-03219	3
DRA005562	MMC2-10345	3
DRA007703	MMC2-02157	3
DRA007704	MMC2-02157	3
DRA010810	MMC2-02124	3
DRA012032	MMC2-01366	3
DRA013706	MMC2-02022	3
DRA022037	MMC2-02769	3
DRR385398	MMC2-02566	3
DRR385749	MMC2-02566	3
ERR1554775	MMC2-12963	3
ERR1554776	MMC2-12963	3
ERR1554777	MMC2-12963	3
ERR1554778	MMC2-12963	3
ERR1558673	MMC2-12963	3
ERR1558674	MMC2-12963	3
ERR1558675	MMC2-12963	3
ERR1558676	MMC2-12963	3
ERS2487953	MMC2-05737	3
ERS2488036	MMC2-05737	3
ERS4603090	MMC2-10430	3
PRJCA010329	MMC2-00261	3
PRJCA033596	MMC2-03830	3
PRJDB18202	MMC2-02763	3
PRJDB37280	MMC2-02769	3
PRJDB5316	MMC2-10345	3
PRJEB101152	MMC2-02782	3
PRJEB12006	MMC2-02797	3
PRJEB1219	MMC2-02338	3
PRJEB12449	MMC2-00174	3
PRJEB12947	MMC2-02671	3
PRJEB13092	MMC2-02807	3
PRJEB13747	MMC2-02672	3
PRJEB13870	MMC2-02819	3
PRJEB14050	MMC2-02824	3
PRJEB14074	MMC2-02825	3
PRJEB14084	MMC2-02826	3
PRJEB14304	MMC2-02828	3
PRJEB14440	MMC2-02829	3
PRJEB14731	MMC2-02242	3
PRJEB14943	MMC2-02831	3
PRJEB15035	MMC2-02833	3
PRJEB15035	MMC2-12963	3
PRJEB15266	MMC2-02250	3
PRJEB15371	MMC2-02835	3
PRJEB15613	MMC2-02838	3
PRJEB17632	MMC2-02840	3
PRJEB18535	MMC2-02845	3
PRJEB18753	MMC2-02850	3
PRJEB19103	MMC2-02853	3
PRJEB19801	MMC2-09968	3
PRJEB20349	MMC2-09926	3
PRJEB20354	MMC2-00050	3
PRJEB21325	MMC2-12960	3
PRJEB21353	MMC2-02869	3
PRJEB21528	MMC2-02686	3
PRJEB21593	MMC2-02871	3
PRJEB21593	MMC2-02872	3
PRJEB21819	MMC2-09096	3
PRJEB22175	MMC2-02824	3
PRJEB23120	MMC2-02244	3
PRJEB23292	MMC2-02882	3
PRJEB24497	MMC2-02893	3
PRJEB25221	MMC2-00185	3
PRJEB25236	MMC2-00148	3
PRJEB25244	MMC2-00148	3
PRJEB25422	MMC2-00148	3
PRJEB25422	MMC2-02898	3
PRJEB25784	MMC2-02905	3
PRJEB25846	MMC2-02906	3
PRJEB26356	MMC2-11089	3
PRJEB26357	MMC2-02911	3
PRJEB26357	MMC2-09926	3
PRJEB26472	MMC2-09926	3
PRJEB26473	MMC2-09926	3
PRJEB26474	MMC2-09926	3
PRJEB26618	MMC2-02914	3
PRJEB26773	MMC2-02917	3
PRJEB26800	MMC2-05737	3
PRJEB27079	MMC2-11089	3
PRJEB27704	MMC2-09755	3
PRJEB28469	MMC2-02944	3
PRJEB28671	MMC2-02708	3
PRJEB28869	MMC2-02948	3
PRJEB29433	MMC2-08961	3
PRJEB29939	MMC2-02959	3
PRJEB30770	MMC2-09414	3
PRJEB30774	MMC2-12743	3
PRJEB3117	MMC2-02637	3
PRJEB31743	MMC2-02968	3
PRJEB31832	MMC2-01954	3
PRJEB32062	MMC2-02973	3
PRJEB32411	MMC2-02976	3
PRJEB32631	MMC2-08470	3
PRJEB32880	MMC2-02716	3
PRJEB33603	MMC2-02990	3
PRJEB33790	MMC2-02993	3
PRJEB33905	MMC2-00194	3
PRJEB33908	MMC2-02995	3
PRJEB34394	MMC2-02719	3
PRJEB34460	MMC2-12832	3
PRJEB34536	MMC2-12823	3
PRJEB34614	MMC2-12758	3
PRJEB34684	MMC2-03003	3
PRJEB34755	MMC2-00707	3
PRJEB35824	MMC2-03016	3
PRJEB35824	MMC2-03018	3
PRJEB36140	MMC2-03021	3
PRJEB36454	MMC2-02139	3
PRJEB36455	MMC2-02139	3
PRJEB37883	MMC2-03041	3
PRJEB38175	MMC2-03046	3
PRJEB38481	MMC2-11122	3
PRJEB38625	MMC2-00206	3
PRJEB39172	MMC2-03060	3
PRJEB39698	MMC2-12822	3
PRJEB39809	MMC2-00149	3
PRJEB40733	MMC2-03076	3
PRJEB41336	MMC2-12736	3
PRJEB4144	MMC2-02310	3
PRJEB41741	MMC2-03087	3
PRJEB42013	MMC2-00206	3
PRJEB42057	MMC2-03091	3
PRJEB42265	MMC2-03094	3
PRJEB42268	MMC2-09818	3
PRJEB44044	MMC2-03109	3
PRJEB44538	MMC2-03116	3
PRJEB45648	MMC2-03126	3
PRJEB45720	MMC2-03128	3
PRJEB46143	MMC2-03132	3
PRJEB46659	MMC2-12437	3
PRJEB47492	MMC2-12706	3
PRJEB48269	MMC2-03152	3
PRJEB48310	MMC2-12693	3
PRJEB48670	MMC2-03154	3
PRJEB48716	MMC2-02898	3
PRJEB49536	MMC2-03174	3
PRJEB50544	MMC2-03180	3
PRJEB50699	MMC2-02911	3
PRJEB50699	MMC2-03181	3
PRJEB51353	MMC2-03190	3
PRJEB51725	MMC2-03193	3
PRJEB52499	MMC2-03202	3
PRJEB52836	MMC2-03206	3
PRJEB52956	MMC2-09771	3
PRJEB55072	MMC2-03219	3
PRJEB55996	MMC2-02819	3
PRJEB56302	MMC2-02850	3
PRJEB5760	MMC2-12956	3
PRJEB57744	MMC2-03235	3
PRJEB58035	MMC2-02911	3
PRJEB58035	MMC2-03181	3
PRJEB58215	MMC2-03240	3
PRJEB58411	MMC2-03241	3
PRJEB58696	MMC2-03202	3
PRJEB62041	MMC2-03260	3
PRJEB62655	MMC2-01382	3
PRJEB6349	MMC2-03271	3
PRJEB64676	MMC2-03278	3
PRJEB65608	MMC2-03284	3
PRJEB65879	MMC2-03285	3
PRJEB6663	MMC2-03289	3
PRJEB67451	MMC2-00230	3
PRJEB70508	MMC2-03304	3
PRJEB70729	MMC2-03305	3
PRJEB71847	MMC2-03309	3
PRJEB72222	MMC2-02740	3
PRJEB75181	MMC2-03320	3
PRJEB75379	MMC2-03180	3
PRJEB75444	MMC2-03180	3
PRJEB75445	MMC2-03180	3
PRJEB75446	MMC2-03180	3
PRJEB76864	MMC2-02911	3
PRJEB7756	MMC2-01974	3
PRJEB79551	MMC2-11124	3
PRJEB80350	MMC2-12434	3
PRJEB80391	MMC2-03341	3
PRJEB80483	MMC2-00234	3
PRJEB80512	MMC2-12434	3
PRJEB80538	MMC2-12434	3
PRJEB8060	MMC2-03343	3
PRJEB81434	MMC2-03347	3
PRJEB81819	MMC2-03350	3
PRJEB82979	MMC2-05589	3
PRJEB83971	MMC2-03357	3
PRJEB86986	MMC2-03368	3
PRJEB8708	MMC2-00235	3
PRJEB88699	MMC2-03371	3
PRJEB89884	MMC2-08578	3
PRJNA1000281	MMC2-03382	3
PRJNA1002577	MMC2-03386	3
PRJNA1003499	MMC2-02528	3
PRJNA1012497	MMC2-10833	3
PRJNA1013131	MMC2-03409	3
PRJNA1013505	MMC2-03410	3
PRJNA1015382	MMC2-03417	3
PRJNA1017432	MMC2-03420	3
PRJNA1020542	MMC2-09685	3
PRJNA1021270	MMC2-03431	3
PRJNA1023737	MMC2-08449	3
PRJNA1024378	MMC2-09751	3
PRJNA1025259	MMC2-03438	3
PRJNA1027093	MMC2-00249	3
PRJNA1031320	MMC2-03444	3
PRJNA1034806	MMC2-03449	3
PRJNA1036382	MMC2-00258	3
PRJNA1038769	MMC2-03456	3
PRJNA1040490	MMC2-03458	3
PRJNA1040967	MMC2-03459	3
PRJNA1043247	MMC2-10978	3
PRJNA1043252	MMC2-00261	3
PRJNA1043906	MMC2-00263	3
PRJNA1045584	MMC2-03468	3
PRJNA1046298	MMC2-03474	3
PRJNA1048156	MMC2-03478	3
PRJNA1048722	MMC2-03482	3
PRJNA1049442	MMC2-05592	3
PRJNA1051816	MMC2-03478	3
PRJNA1058145	MMC2-03478	3
PRJNA1061451	MMC2-10562	3
PRJNA1063458	MMC2-03516	3
PRJNA1065830	MMC2-03523	3
PRJNA1066974	MMC2-00230	3
PRJNA1069753	MMC2-01893	3
PRJNA1075509	MMC2-03543	3
PRJNA1079890	MMC2-03551	3
PRJNA1081423	MMC2-12565	3
PRJNA1082632	MMC2-03563	3
PRJNA1084101	MMC2-03567	3
PRJNA1086048	MMC2-02798	3
PRJNA1087153	MMC2-03574	3
PRJNA1088255	MMC2-02487	3
PRJNA1088902	MMC2-03579	3
PRJNA1089481	MMC2-03582	3
PRJNA1090096	MMC2-03583	3
PRJNA1090288	MMC2-03584	3
PRJNA1090850	MMC2-05570	3
PRJNA1091060	MMC2-12517	3
PRJNA1093500	MMC2-00296	3
PRJNA1095707	MMC2-12530	3
PRJNA1096061	MMC2-03597	3
PRJNA1097291	MMC2-03599	3
PRJNA1099167	MMC2-05637	3
PRJNA1106540	MMC2-09772	3
PRJNA1106567	MMC2-08569	3
PRJNA1108912	MMC2-03623	3
PRJNA1109323	MMC2-00249	3
PRJNA1111965	MMC2-00303	3
PRJNA1112983	MMC2-03627	3
PRJNA1114406	MMC2-00304	3
PRJNA1114406	MMC2-01382	3
PRJNA1118203	MMC2-03635	3
PRJNA1121295	MMC2-10622	3
PRJNA1121660	MMC2-03640	3
PRJNA1121870	MMC2-03641	3
PRJNA1121898	MMC2-03642	3
PRJNA1125871	MMC2-02399	3
PRJNA1127034	MMC2-03647	3
PRJNA1129082	MMC2-03654	3
PRJNA1130618	MMC2-03658	3
PRJNA1133738	MMC2-03662	3
PRJNA1141721	MMC2-03679	3
PRJNA1145409	MMC2-10860	3
PRJNA1148628	MMC2-03687	3
PRJNA1149521	MMC2-03689	3
PRJNA1163384	MMC2-03710	3
PRJNA1164946	MMC2-03714	3
PRJNA1169096	MMC2-02416	3
PRJNA1175072	MMC2-03727	3
PRJNA1177604	MMC2-03732	3
PRJNA1180186	MMC2-03738	3
PRJNA1185444	MMC2-12489	3
PRJNA1185898	MMC2-03748	3
PRJNA1186390	MMC2-03751	3
PRJNA1188195	MMC2-03753	3
PRJNA1188732	MMC2-03755	3
PRJNA1190949	MMC2-03756	3
PRJNA1193117	MMC2-03763	3
PRJNA1193240	MMC2-03732	3
PRJNA1195215	MMC2-03769	3
PRJNA1196315	MMC2-03771	3
PRJNA1197998	MMC2-03774	3
PRJNA1200677	MMC2-05630	3
PRJNA1201090	MMC2-00345	3
PRJNA1207199	MMC2-03787	3
PRJNA1209112	MMC2-03794	3
PRJNA1212486	MMC2-00350	3
PRJNA1213118	MMC2-03800	3
PRJNA1226964	MMC2-00356	3
PRJNA1231769	MMC2-03827	3
PRJNA1235737	MMC2-03829	3
PRJNA1237519	MMC2-00359	3
PRJNA1238858	MMC2-03830	3
PRJNA1246515	MMC2-03842	3
PRJNA1246967	MMC2-03843	3
PRJNA1249378	MMC2-03847	3
PRJNA1256138	MMC2-05620	3
PRJNA1259947	MMC2-03858	3
PRJNA1265392	MMC2-03864	3
PRJNA1267578	MMC2-03868	3
PRJNA1268748	MMC2-03871	3
PRJNA1297145	MMC2-03892	3
PRJNA1301405	MMC2-12457	3
PRJNA1301413	MMC2-12457	3
PRJNA1327964	MMC2-03900	3
PRJNA170783	MMC2-03907	3
PRJNA188481	MMC2-03910	3
PRJNA209816	MMC2-09877	3
PRJNA234345	MMC2-03986	3
PRJNA244441	MMC2-13030	3
PRJNA246046	MMC2-05397	3
PRJNA253527	MMC2-05405	3
PRJNA254115	MMC2-05401	3
PRJNA258369	MMC2-03927	3
PRJNA275907	MMC2-13020	3
PRJNA281626	MMC2-05422	3
PRJNA283125	MMC2-05756	3
PRJNA285502	MMC2-03949	3
PRJNA294119	MMC2-05747	3
PRJNA296814	MMC2-03966	3
PRJNA296814	MMC2-03973	3
PRJNA297268	MMC2-03976	3
PRJNA297269	MMC2-03976	3
PRJNA299077	MMC2-08720	3
PRJNA299510	MMC2-05439	3
PRJNA302437	MMC2-02289	3
PRJNA302832	MMC2-00385	3
PRJNA303160	MMC2-05440	3
PRJNA304740	MMC2-05442	3
PRJNA308315	MMC2-03986	3
PRJNA309968	MMC2-02272	3
PRJNA311224	MMC2-05454	3
PRJNA311499	MMC2-09431	3
PRJNA317370	MMC2-03997	3
PRJNA328987	MMC2-09121	3
PRJNA340273	MMC2-04023	3
PRJNA352060	MMC2-00395	3
PRJNA353336	MMC2-04033	3
PRJNA354235	MMC2-03910	3
PRJNA354838	MMC2-05478	3
PRJNA356225	MMC2-04039	3
PRJNA357524	MMC2-04043	3
PRJNA360332	MMC2-04045	3
PRJNA368739	MMC2-05479	3
PRJNA376456	MMC2-05746	3
PRJNA377739	MMC2-04052	3
PRJNA378341	MMC2-04054	3
PRJNA380493	MMC2-04199	3
PRJNA381395	MMC2-04060	3
PRJNA385231	MMC2-02225	3
PRJNA386307	MMC2-05487	3
PRJNA386422	MMC2-05487	3
PRJNA389280	MMC2-04072	3
PRJNA389481	MMC2-04073	3
PRJNA391039	MMC2-05723	3
PRJNA391511	MMC2-04079	3
PRJNA391915	MMC2-04081	3
PRJNA392046	MMC2-12919	3
PRJNA392272	MMC2-02245	3
PRJNA394618	MMC2-05490	3
PRJNA397378	MMC2-01965	3
PRJNA408085	MMC2-04100	3
PRJNA412497	MMC2-05494	3
PRJNA414072	MMC2-04104	3
PRJNA415526	MMC2-00405	3
PRJNA418003	MMC2-05498	3
PRJNA418043	MMC2-12919	3
PRJNA418131	MMC2-08659	3
PRJNA422134	MMC2-02196	3
PRJNA422651	MMC2-05503	3
PRJNA423191	MMC2-04123	3
PRJNA427500	MMC2-01599	3
PRJNA428226	MMC2-00665	3
PRJNA430530	MMC2-00666	3
PRJNA430883	MMC2-05508	3
PRJNA431482	MMC2-04039	3
PRJNA431639	MMC2-03094	3
PRJNA433459	MMC2-09020	3
PRJNA433569	MMC2-05733	3
PRJNA433609	MMC2-12929	3
PRJNA434249	MMC2-04132	3
PRJNA437384	MMC2-10008	3
PRJNA437613	MMC2-04135	3
PRJNA438491	MMC2-04054	3
PRJNA438491	MMC2-05514	3
PRJNA439311	MMC2-05515	3
PRJNA445243	MMC2-04142	3
PRJNA445357	MMC2-00408	3
PRJNA450025	MMC2-04148	3
PRJNA450850	MMC2-04151	3
PRJNA450937	MMC2-04033	3
PRJNA453894	MMC2-04152	3
PRJNA453963	MMC2-05522	3
PRJNA454892	MMC2-02185	3
PRJNA46339	MMC2-04157	3
PRJNA471972	MMC2-04164	3
PRJNA472002	MMC2-04165	3
PRJNA474221	MMC2-05527	3
PRJNA475599	MMC2-04169	3
PRJNA481243	MMC2-04033	3
PRJNA48333	MMC2-05372	3
PRJNA484418	MMC2-05531	3
PRJNA485216	MMC2-05532	3
PRJNA490881	MMC2-04194	3
PRJNA491825	MMC2-04198	3
PRJNA491861	MMC2-04199	3
PRJNA493618	MMC2-05536	3
PRJNA493729	MMC2-04194	3
PRJNA494034	MMC2-04204	3
PRJNA494384	MMC2-08596	3
PRJNA496408	MMC2-09355	3
PRJNA508385	MMC2-04213	3
PRJNA509882	MMC2-04218	3
PRJNA511714	MMC2-04225	3
PRJNA514329	MMC2-04229	3
PRJNA516684	MMC2-12844	3
PRJNA517829	MMC2-04239	3
PRJNA518155	MMC2-02179	3
PRJNA518756	MMC2-04242	3
PRJNA518760	MMC2-04242	3
PRJNA522306	MMC2-05544	3
PRJNA526551	MMC2-00395	3
PRJNA526861	MMC2-00421	3
PRJNA528960	MMC2-04259	3
PRJNA529220	MMC2-05873	3
PRJNA529352	MMC2-04054	3
PRJNA532939	MMC2-04273	3
PRJNA533202	MMC2-04274	3
PRJNA533528	MMC2-04276	3
PRJNA535518	MMC2-02172	3
PRJNA542018	MMC2-04285	3
PRJNA544721	MMC2-04296	3
PRJNA547717	MMC2-04300	3
PRJNA548153	MMC2-02073	3
PRJNA548797	MMC2-05732	3
PRJNA552294	MMC2-04213	3
PRJNA553560	MMC2-02173	3
PRJNA554499	MMC2-04316	3
PRJNA559052	MMC2-04326	3
PRJNA566060	MMC2-00437	3
PRJNA566284	MMC2-04336	3
PRJNA574226	MMC2-03444	3
PRJNA576155	MMC2-00235	3
PRJNA578267	MMC2-04349	3
PRJNA578601	MMC2-00679	3
PRJNA578951	MMC2-04353	3
PRJNA586897	MMC2-04359	3
PRJNA588353	MMC2-04360	3
PRJNA588783	MMC2-04362	3
PRJNA590580	MMC2-12855	3
PRJNA591064	MMC2-04369	3
PRJNA592384	MMC2-12810	3
PRJNA594982	MMC2-04378	3
PRJNA595949	MMC2-06443	3
PRJNA597086	MMC2-04369	3
PRJNA599151	MMC2-00395	3
PRJNA606975	MMC2-04404	3
PRJNA607176	MMC2-02872	3
PRJNA610195	MMC2-05666	3
PRJNA610195	MMC2-12863	3
PRJNA612291	MMC2-04417	3
PRJNA612517	MMC2-02130	3
PRJNA612780	MMC2-04421	3
PRJNA615330	MMC2-04431	3
PRJNA615628	MMC2-04432	3
PRJNA626512	MMC2-02151	3
PRJNA631001	MMC2-04462	3
PRJNA632355	MMC2-04464	3
PRJNA632552	MMC2-04465	3
PRJNA633584	MMC2-04467	3
PRJNA633879	MMC2-04469	3
PRJNA638104	MMC2-12724	3
PRJNA638899	MMC2-04483	3
PRJNA641109	MMC2-04491	3
PRJNA641157	MMC2-04492	3
PRJNA642012	MMC2-04494	3
PRJNA644453	MMC2-00345	3
PRJNA644763	MMC2-04504	3
PRJNA646610	MMC2-02072	3
PRJNA647843	MMC2-04516	3
PRJNA650552	MMC2-02087	3
PRJNA656820	MMC2-00466	3
PRJNA657036	MMC2-04529	3
PRJNA659589	MMC2-05558	3
PRJNA660085	MMC2-04541	3
PRJNA660092	MMC2-00469	3
PRJNA662100	MMC2-01382	3
PRJNA664544	MMC2-04551	3
PRJNA667318	MMC2-04558	3
PRJNA669275	MMC2-04562	3
PRJNA669472	MMC2-04564	3
PRJNA673212	MMC2-00476	3
PRJNA679237	MMC2-04589	3
PRJNA680429	MMC2-04595	3
PRJNA681516	MMC2-04599	3
PRJNA682730	MMC2-04605	3
PRJNA683157	MMC2-04609	3
PRJNA683172	MMC2-12766	3
PRJNA684468	MMC2-04615	3
PRJNA685389	MMC2-00480	3
PRJNA685914	MMC2-04620	3
PRJNA687291	MMC2-04623	3
PRJNA689848	MMC2-04632	3
PRJNA690677	MMC2-04636	3
PRJNA692713	MMC2-00481	3
PRJNA693672	MMC2-05690	3
PRJNA694018	MMC2-04647	3
PRJNA694038	MMC2-04648	3
PRJNA695570	MMC2-03973	3
PRJNA698366	MMC2-04653	3
PRJNA701230	MMC2-04660	3
PRJNA702047	MMC2-04667	3
PRJNA702086	MMC2-04667	3
PRJNA704190	MMC2-03763	3
PRJNA716291	MMC2-12764	3
PRJNA718520	MMC2-00490	3
PRJNA723868	MMC2-04703	3
PRJNA724918	MMC2-05563	3
PRJNA725388	MMC2-00683	3
PRJNA725416	MMC2-12437	3
PRJNA728531	MMC2-04717	3
PRJNA728662	MMC2-04719	3
PRJNA729439	MMC2-00495	3
PRJNA730591	MMC2-04722	3
PRJNA730851	MMC2-04727	3
PRJNA732238	MMC2-04728	3
PRJNA735440	MMC2-12752	3
PRJNA737055	MMC2-12732	3
PRJNA737206	MMC2-04740	3
PRJNA739008	MMC2-04745	3
PRJNA741092	MMC2-05676	3
PRJNA743426	MMC2-05565	3
PRJNA746243	MMC2-12526	3
PRJNA746305	MMC2-04762	3
PRJNA747262	MMC2-04765	3
PRJNA747611	MMC2-04766	3
PRJNA751712	MMC2-04623	3
PRJNA751792	MMC2-00509	3
PRJNA751915	MMC2-04781	3
PRJNA752445	MMC2-04785	3
PRJNA752888	MMC2-03018	3
PRJNA754005	MMC2-04791	3
PRJNA754787	MMC2-04792	3
PRJNA759097	MMC2-04803	3
PRJNA759926	MMC2-04806	3
PRJNA764274	MMC2-04818	3
PRJNA764503	MMC2-04819	3
PRJNA765184	MMC2-00520	3
PRJNA765566	MMC2-04819	3
PRJNA766337	MMC2-04827	3
PRJNA767516	MMC2-04835	3
PRJNA772946	MMC2-04845	3
PRJNA774166	MMC2-04819	3
PRJNA776892	MMC2-04851	3
PRJNA780081	MMC2-02036	3
PRJNA781451	MMC2-04870	3
PRJNA784025	MMC2-00534	3
PRJNA787754	MMC2-12703	3
PRJNA788674	MMC2-04890	3
PRJNA791834	MMC2-01382	3
PRJNA795263	MMC2-04902	3
PRJNA795985	MMC2-02616	3
PRJNA795985	MMC2-05570	3
PRJNA796273	MMC2-04905	3
PRJNA800481	MMC2-10551	3
PRJNA801362	MMC2-04924	3
PRJNA801673	MMC2-04925	3
PRJNA801894	MMC2-03444	3
PRJNA801894	MMC2-04785	3
PRJNA804385	MMC2-12653	3
PRJNA805057	MMC2-04623	3
PRJNA807091	MMC2-04941	3
PRJNA809501	MMC2-04946	3
PRJNA81	MMC2-00548	3
PRJNA810742	MMC2-04951	3
PRJNA811423	MMC2-02569	3
PRJNA811494	MMC2-00548	3
PRJNA820332	MMC2-04981	3
PRJNA826530	MMC2-04996	3
PRJNA826648	MMC2-04996	3
PRJNA826816	MMC2-12662	3
PRJNA832071	MMC2-04785	3
PRJNA843963	MMC2-03647	3
PRJNA845887	MMC2-09391	3
PRJNA851469	MMC2-05048	3
PRJNA852341	MMC2-05052	3
PRJNA855128	MMC2-05059	3
PRJNA859272	MMC2-05067	3
PRJNA859426	MMC2-00568	3
PRJNA859507	MMC2-00569	3
PRJNA866322	MMC2-04785	3
PRJNA868282	MMC2-05088	3
PRJNA870588	MMC2-05094	3
PRJNA873789	MMC2-01382	3
PRJNA874332	MMC2-05572	3
PRJNA88047	MMC2-00580	3
PRJNA880470	MMC2-00580	3
PRJNA882461	MMC2-05117	3
PRJNA883179	MMC2-05121	3
PRJNA884825	MMC2-05125	3
PRJNA885264	MMC2-05125	3
PRJNA895096	MMC2-05146	3
PRJNA896165	MMC2-05150	3
PRJNA896226	MMC2-01653	3
PRJNA897835	MMC2-05153	3
PRJNA899889	MMC2-05158	3
PRJNA904924	MMC2-03285	3
PRJNA906710	MMC2-00597	3
PRJNA909793	MMC2-00602	3
PRJNA915656	MMC2-00700	3
PRJNA922681	MMC2-10418	3
PRJNA924101	MMC2-05212	3
PRJNA926124	MMC2-03459	3
PRJNA930051	MMC2-05573	3
PRJNA932263	MMC2-05229	3
PRJNA938485	MMC2-05255	3
PRJNA941079	MMC2-05262	3
PRJNA943482	MMC2-05264	3
PRJNA946338	MMC2-05274	3
PRJNA946762	MMC2-01558	3
PRJNA952811	MMC2-05293	3
PRJNA954698	MMC2-10190	3
PRJNA955235	MMC2-05303	3
PRJNA957577	MMC2-05308	3
PRJNA970526	MMC2-10147	3
PRJNA971474	MMC2-11256	3
PRJNA971933	MMC2-11037	3
PRJNA972988	MMC2-00627	3
PRJNA973004	MMC2-00627	3
PRJNA978516	MMC2-05332	3
PRJNA980385	MMC2-05335	3
PRJNA980412	MMC2-05335	3
PRJNA983517	MMC2-05342	3
PRJNA984163	MMC2-05344	3
PRJNA984626	MMC2-05344	3
PRJNA985087	MMC2-05347	3
PRJNA993585	MMC2-05361	3
PRJNA993994	MMC2-01878	3
PRJNA995545	MMC2-09072	3
PRJNA996485	MMC2-10215	3
PRJNA997108	MMC2-01382	3
SRA043957	MMC2-02339	3
SRA048320	MMC2-02332	3
SRA052781	MMC2-02349	3
SRP050217	MMC2-05412	3
SRP057992	MMC2-05424	3
SRP058007	MMC2-05424	3
SRP062137	MMC2-05431	3
SRP062720	MMC2-05749	3
SRR12019460	MMC2-00125	3
SRR12020117	MMC2-00125	3
SRR1763038	MMC2-02252	3
SRR1766383	MMC2-02252	3
SRR1768458	MMC2-02252	3
SRR1773183	MMC2-02252	3
SRR1776761	MMC2-02252	3
SRR1777715	MMC2-02252	3
SRR1779472	MMC2-02252	3
SRR1783777	MMC2-02252	3
SRR1785909	MMC2-02252	3
SRR1789035	MMC2-02252	3
SRR1791585	MMC2-02252	3
SRR1793359	MMC2-02252	3
SRR1793377	MMC2-02252	3
SRR1793408	MMC2-02252	3
SRR1793410	MMC2-02252	3
SRR1793416	MMC2-02252	3
SRR1799892	MMC2-02252	3
SRR1802723	MMC2-02252	3
SRR1818227	MMC2-02252	3
SRR1818231	MMC2-02252	3
SRR1818235	MMC2-02252	3
SRR1818241	MMC2-02252	3
SRR1819806	MMC2-02252	3
SRR1821190	MMC2-02252	3
SRR1822318	MMC2-02252	3
SRR1822319	MMC2-02252	3
SRR1825362	MMC2-02252	3
SRR1825367	MMC2-02252	3
SRR2155554	MMC2-02252	3
SRR8497113	MMC2-02199	3
SRR8497142	MMC2-02199	3
ERP132965	MMC2-02730	4
ERS4516545	MMC2-07179	4
ERS82111	MMC2-07443	4
PRJDB19199	MMC2-00161	4
PRJDB37520	MMC2-12426	4
PRJEB28135	MMC2-08768	4
PRJEB29534	MMC2-02956	4
PRJEB33074	MMC2-02984	4
PRJEB33885	MMC2-02994	4
PRJEB35085	MMC2-03007	4
PRJEB35995	MMC2-09115	4
PRJEB38029	MMC2-03045	4
PRJEB45819	MMC2-03129	4
PRJEB48579	MMC2-02730	4
PRJEB52306	MMC2-03199	4
PRJEB57654	MMC2-03234	4
PRJEB68362	MMC2-03297	4
PRJEB72198	MMC2-03310	4
PRJEB76265	MMC2-00233	4
PRJEB79347	MMC2-03336	4
PRJEB82596	MMC2-03351	4
PRJEB85321	MMC2-03361	4
PRJNA1016104	MMC2-00245	4
PRJNA1032265	MMC2-03447	4
PRJNA1055510	MMC2-03500	4
PRJNA1064555	MMC2-03520	4
PRJNA1067170	MMC2-03526	4
PRJNA1077638	MMC2-08007	4
PRJNA1077648	MMC2-08007	4
PRJNA1100770	MMC2-03609	4
PRJNA1138764	MMC2-03676	4
PRJNA1152737	MMC2-00327	4
PRJNA115737	MMC2-02994	4
PRJNA1177187	MMC2-03730	4
PRJNA1181792	MMC2-03742	4
PRJNA1195011	MMC2-03768	4
PRJNA1201632	MMC2-03780	4
PRJNA1202517	MMC2-05585	4
PRJNA1212289	MMC2-03799	4
PRJNA1215005	MMC2-03803	4
PRJNA1232997	MMC2-00358	4
PRJNA1249029	MMC2-03846	4
PRJNA1251692	MMC2-03849	4
PRJNA1279642	MMC2-12421	4
PRJNA1299156	MMC2-03894	4
PRJNA1312271	MMC2-03898	4
PRJNA1336442	MMC2-03902	4
PRJNA1365037	MMC2-03905	4
PRJNA255349	MMC2-05403	4
PRJNA284100	MMC2-05426	4
PRJNA315622	MMC2-03993	4
PRJNA337949	MMC2-04017	4
PRJNA356075	MMC2-02251	4
PRJNA359099	MMC2-05482	4
PRJNA386669	MMC2-04067	4
PRJNA395624	MMC2-00402	4
PRJNA504320	MMC2-10301	4
PRJNA593870	MMC2-04374	4
PRJNA624780	MMC2-04448	4
PRJNA655208	MMC2-04525	4
PRJNA738630	MMC2-02478	4
PRJNA748764	MMC2-04774	4
PRJNA759072	MMC2-04802	4
PRJNA799456	MMC2-01875	4
PRJNA860047	MMC2-05071	4
